,Unnamed: 0,회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,매출액증가율,유형자산증가율,재고자산증가율,비유동자산증가율,유동자산증가율,자기자본증가율,총자본증가율,순이익증가율,매출액총이익률,매출액순이익률,자기자본순이익률,총자본사업이익률,총자본순이익률,1주당매출액,1주당순이익,유동비율,당좌비율,현금비율,순운전자본비율,부채비율,이자보상배율이자비용,비유동비율,유동자산구성비율,자기자본구성비율,자기자본배율,총자본회전률,자기자본회전률,비유동자산회전률,재고자산회전률,매출채권회전률,매입채무회전률,매입채무회전기간,재고자산회전기간,매출채권회전기간,1회전기간,운전자본회전률,순운전자본회전률,유형자산회전율,유동자산회전률,당좌자산회전률,부가가치,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,label,pred_label
0,0,(주)CMG제약,58820,2011-12-01,2001-08-31,,5,  의료용 물질 및 의약품 제조업,56.4,-5.9,-1.43,-12.89,-12.89,-12.89,1.98,0.0,41.83,-8.5,-8.28,2.52,-5.58,406.28,-35.0,200.97,165.03,15.1,28.23,51.41,3.53,66.34,56.18,66.05,82.55,0.66,0.97,1.38,6.42,2.45,11.95,30.53,56.81,148.8,0.01,0.0,0.86,1.77,1.25,1.55,3472.17,12.72,35.86,128.51,19.56,89.82,10.18,-43.44,0.0,
1,1,(주)CMG제약,58820,2012-12-01,2001-08-31,,5,  의료용 물질 및 의약품 제조업,-8.43,-4.12,7.73,-16.43,-16.43,-16.43,109.15,0.0,28.34,-40.97,-26.84,-9.65,-15.78,332.74,-138.0,693.49,649.98,68.81,70.6,80.77,-7.75,31.65,82.49,55.32,95.69,0.39,0.66,1.48,5.71,1.85,7.83,46.62,63.97,197.16,0.0,0.0,0.42,1.71,0.52,0.57,269.31,0.47,2.89,10.67,1.66,807.71,-955.76,-1559.68,0.0,
2,10,(주)ES큐브,50120,2011-12-01,2002-04-25,,5,  도매 및 상품 중개업,21.63,27.82,27.49,30.73,30.73,30.73,12.78,0.0,27.92,-8.99,-12.61,-5.61,-8.65,2296.51,-206.0,230.24,194.35,21.35,34.75,41.36,-245.99,54.53,61.43,70.74,327.25,0.96,1.36,2.49,10.05,4.27,19.72,18.51,36.32,85.45,0.01,0.0,1.09,12.37,1.57,1.86,12044.17,21.71,279.2,1125.26,22.56,120.2,-20.2,-39.82,0.0,
3,11,(주)ES큐브,50120,2012-12-01,2002-04-25,,5,  도매 및 상품 중개업,4.85,-26.25,-8.81,10.17,10.17,10.17,-16.58,0.0,28.02,-0.64,0.29,1.1,-0.78,2392.63,5.0,472.77,371.91,84.78,38.68,16.11,1.72,59.14,49.06,86.12,335.11,1.21,1.4,2.37,11.55,12.19,36.32,10.05,31.59,29.94,0.02,0.0,2.03,17.59,2.46,3.13,17991.74,38.87,565.49,2009.57,32.14,86.11,13.89,-2.0,0.0,
4,20,(주)가비아,79940,2011-12-01,2005-10-19,,5,  출판업,30.07,11.47,-53.95,22.02,22.02,22.02,22.76,9.94,44.79,13.28,18.06,14.9,11.9,4148.88,372.0,207.38,207.27,86.37,22.99,33.47,22.28,74.21,44.4,74.92,432.15,0.9,1.23,1.61,2306.01,12.66,111.27,3.28,0.16,28.83,0.04,0.0,1.41,2.51,2.03,2.03,25788.11,39.7,116.43,1336.55,48.81,47.92,52.08,27.2,0.0,
5,21,(주)가비아,79940,2012-12-01,2005-10-19,,5,  출판업,30.7,70.81,656.6,47.43,47.43,47.43,31.24,46.89,41.64,13.64,21.3,15.82,12.54,5178.45,524.0,215.35,213.68,87.48,20.11,44.62,15.43,90.33,37.54,69.15,528.7,0.92,1.28,1.55,525.34,12.67,46.71,7.81,0.69,28.81,0.05,0.0,1.54,2.3,2.27,2.28,31058.09,36.43,82.09,823.51,44.97,49.79,50.21,30.33,0.0,
6,38,(주)고영테크놀러지,98460,2011-12-01,2008-06-03,,5,  기타 기계 및 장비 제조업,18.06,17.31,55.18,20.36,20.36,20.36,23.1,-4.46,57.08,18.15,25.06,24.41,19.83,9985.15,0.0,424.78,329.07,42.81,55.63,24.97,22785.6,34.04,72.76,80.02,1608.46,1.09,1.38,3.97,7.34,3.74,11.81,30.92,49.7,97.64,0.01,0.0,1.21,6.18,1.51,1.9,28970.09,33.3,206.39,91819.87,33.63,30.27,69.73,53.97,0.0,
7,39,(주)고영테크놀러지,98460,2012-12-01,2008-06-03,,5,  기타 기계 및 장비 제조업,25.21,3.36,24.53,7.56,7.56,7.56,18.79,-2.55,57.02,14.12,19.91,23.17,15.99,12044.42,1743.0,498.93,385.1,49.28,60.23,23.92,1627.45,30.57,75.33,80.7,1857.36,1.13,1.41,4.38,6.73,4.19,14.19,25.72,54.2,87.14,0.01,0.0,1.26,7.05,1.53,1.98,32628.63,31.57,209.86,1754.14,30.26,36.28,63.72,46.65,0.0,
8,49,(주)골드퍼시픽,38530,2011-12-01,2000-06-09,,5,  도매 및 상품 중개업,4.84,468.65,62.34,112.9,112.9,112.9,18.86,184.76,30.52,2.32,4.97,4.52,2.43,919.95,21.0,109.25,95.73,0.42,4.23,104.73,14.16,102.4,49.98,48.84,87.64,1.05,2.14,1.88,16.01,6.78,53.45,6.83,22.8,53.8,0.01,0.0,1.22,41.12,2.37,2.78,14658.86,31.63,1473.04,0.0,30.85,34.01,65.99,7.51,0.0,
9,50,(주)골드퍼시픽,38530,2012-12-01,2000-06-09,,5,  도매 및 상품 중개업,-6.64,-13.17,56.32,-12.42,-12.42,-12.42,8.69,-74.3,28.28,-13.75,-24.69,-3.85,-12.39,743.08,-112.0,141.03,127.38,15.89,15.56,94.5,2.66,90.48,53.48,51.41,73.29,0.9,1.8,1.87,15.93,6.26,52.9,6.9,22.91,58.34,0.01,0.0,0.96,47.54,1.74,1.95,7893.95,15.46,927.25,0.0,17.99,79.74,20.26,-76.47,0.0,
10,64,(주)골프존뉴딘홀딩스,121440,2012-12-01,2011-05-20,,5,  도매 및 상품 중개업,34.22,278.98,202.37,168.83,168.83,168.83,43.08,57.8,54.55,25.33,19.34,16.7,15.96,23579.65,5988.0,208.99,194.96,53.59,25.77,31.41,31.08,66.47,49.42,76.1,6702.54,0.63,0.76,1.54,24.26,28.11,48.35,7.55,15.05,12.99,0.05,0.25,0.83,2.31,1.07,1.11,121408.57,22.44,62.6,715.13,41.92,29.93,70.07,60.42,0.0,
11,73,(주)광림,14200,2011-12-01,1993-07-07,,5,  자동차 및 트레일러 제조업,13.98,0.13,-29.2,-5.61,-5.61,-5.61,-21.74,19.12,59.65,8.24,9.78,13.62,7.04,38093.36,3141.0,129.59,115.92,12.58,5.28,48.33,4.55,114.03,23.12,67.42,6550.31,0.85,1.19,1.35,30.98,12.98,69.31,5.27,11.78,28.12,0.03,0.0,1.53,2.49,2.34,2.53,87478.96,28.69,82.18,241.88,36.59,43.22,56.78,22.52,0.0,
12,74,(주)광림,14200,2012-12-01,1993-07-07,,5,  자동차 및 트레일러 제조업,-19.88,0.49,10.83,-1.83,-1.83,-1.83,3.95,-77.3,59.34,12.93,16.74,16.17,11.13,44782.93,5792.0,147.28,136.36,20.71,9.67,52.27,1.71,106.41,30.11,65.67,7156.91,0.86,1.29,1.18,36.98,16.74,84.92,4.3,9.87,21.81,0.04,0.0,1.87,2.53,3.21,3.51,116051.83,33.34,107.38,324.79,41.29,34.35,65.65,31.3,0.0,
13,84,(주)구영테크,53270,2011-12-01,2002-02-07,,5,  자동차 및 트레일러 제조업,-1.8,-5.07,2.89,1.48,1.48,1.48,4.74,0.0,12.25,-0.44,-1.4,3.79,-0.44,11495.63,-42.0,56.43,41.77,1.78,-30.4,308.02,0.96,247.4,39.37,24.51,557.79,1.01,4.04,1.64,9.81,6.64,9.0,40.55,37.22,54.99,0.02,0.13,0.95,1.82,2.63,3.6,30173.23,20.19,38.93,76.67,20.41,58.86,41.14,-2.15,0.0,
14,85,(주)구영테크,53270,2012-12-01,2002-02-07,,5,  자동차 및 트레일러 제조업,5.38,5.36,23.0,4.62,4.62,4.62,7.82,0.0,13.82,1.05,4.49,5.15,1.05,12114.35,136.0,57.4,41.13,4.5,-30.55,339.29,1.29,258.45,41.17,22.76,558.29,1.0,4.25,1.68,9.14,7.06,9.29,39.27,39.94,51.73,0.02,0.14,0.9,1.92,2.49,3.42,34066.87,21.14,43.07,84.74,21.87,55.25,44.75,4.79,0.0,
15,94,(주)국보디자인,66620,2011-12-01,2002-09-05,,5,  전문직별 공사업,11.37,4.43,0.0,-12.94,-12.94,-12.94,2.02,9.87,15.72,4.63,13.29,12.44,7.63,17425.29,847.0,191.36,191.36,17.0,35.39,66.59,238.18,43.09,74.13,60.03,1283.83,1.65,2.87,5.86,1034.72,6.08,21.1,17.3,0.35,59.99,0.02,0.0,1.45,91.26,2.29,2.29,37630.05,46.92,2571.93,272602.5,28.79,80.91,19.09,16.09,0.0,
16,95,(주)국보디자인,66620,2012-12-01,2002-09-05,,5,  전문직별 공사업,-8.64,52.79,0.0,-10.65,-10.65,-10.65,15.81,36.75,16.02,6.94,15.67,14.11,9.57,15920.4,1111.0,216.7,216.7,38.65,43.1,61.35,2003.29,32.2,80.04,61.98,1535.05,1.38,2.26,6.08,0.0,7.07,29.85,12.23,0.0,51.64,0.03,0.0,1.2,64.57,1.78,1.78,34487.68,37.13,1542.73,337981.94,28.88,72.45,27.55,24.01,0.0,
17,105,(주)국영지앤엠,6050,2011-12-01,1994-10-07,,5,  비금속 광물제품 제조업,1.5,94.66,-22.84,50.65,50.65,50.65,30.7,0.0,15.2,5.36,14.51,13.4,8.6,16427.07,924.0,192.15,192.15,12.21,34.63,63.4,-170.81,45.39,72.22,61.2,1292.6,1.6,2.71,5.36,975.45,5.82,22.93,15.92,0.37,62.74,0.02,0.0,1.46,86.87,2.29,2.29,35818.45,45.22,2464.35,259478.74,29.07,80.26,19.74,18.45,0.0,
18,106,(주)국영지앤엠,6050,2012-12-01,1994-10-07,,5,  비금속 광물제품 제조업,2.85,2.41,6.03,9.16,9.16,9.16,-1.35,0.0,15.98,7.29,16.17,14.75,10.03,15794.48,1158.0,216.64,216.64,38.98,42.2,59.35,-4.57,34.46,78.37,62.76,1554.22,1.38,2.22,5.63,0.0,7.08,31.25,11.68,0.0,51.53,0.03,0.0,1.23,64.31,1.82,1.82,34226.02,36.85,1534.37,335417.72,28.89,71.86,28.14,25.22,0.0,
19,115,(주)그래디언트,35080,2011-12-01,1999-07-05,,5,  소매업; 자동차 제외,-4.55,27.58,21.85,320.89,320.89,320.89,44.28,0.0,34.12,-2.87,-2.81,-1.29,-1.87,7044.0,-192.0,81.65,69.75,16.02,-8.05,136.46,-48.06,151.83,35.79,42.29,1055.26,0.65,1.24,1.41,11.61,12.98,19.46,18.75,31.44,28.13,0.02,0.2,0.7,11.16,1.21,1.35,60243.93,7.75,167.68,649.95,14.06,100.62,-0.62,-20.4,0.0,
20,116,(주)그래디언트,35080,2012-12-01,1999-07-05,,5,  소매업; 자동차 제외,5.99,20.45,-14.32,0.04,0.04,0.04,-4.84,0.0,34.16,2.81,3.52,2.21,1.68,7465.64,260.0,89.27,76.37,15.91,-3.91,86.55,1.38,125.93,32.5,53.6,1276.02,0.6,1.25,0.91,12.07,12.37,21.15,17.25,30.25,29.52,0.02,0.31,0.8,9.57,1.75,2.05,139063.68,18.79,268.23,1805.84,30.62,50.39,49.61,9.17,0.0,
21,128,(주)글로벌스탠다드테크놀로지,83450,2011-12-01,2006-02-01,,5,  기타 기계 및 장비 제조업,-10.58,142.83,171.3,47.8,47.8,47.8,41.54,-51.81,37.58,8.49,12.25,10.13,7.85,5519.17,469.0,152.89,87.24,17.42,22.31,90.53,21.14,67.62,64.51,52.49,719.53,0.93,1.61,2.65,4.17,4.24,11.27,32.39,87.63,86.18,0.01,0.0,0.9,4.14,1.42,2.16,16576.7,31.53,263.93,15784.18,39.94,72.46,27.54,21.25,0.0,
22,129,(주)글로벌스탠다드테크놀로지,83450,2012-12-01,2006-02-01,,5,  기타 기계 및 장비 제조업,56.16,21.61,19.18,19.02,19.02,19.02,2.38,108.99,38.3,10.81,20.94,16.01,13.16,7698.43,923.0,197.65,89.16,54.87,29.02,49.48,25.45,61.68,58.74,66.9,830.55,1.22,2.04,3.17,4.06,10.47,13.48,27.08,89.87,34.86,0.01,0.95,1.25,4.11,1.98,3.86,25842.97,48.01,149.48,12256.51,39.87,64.84,35.16,27.1,0.0,
23,139,(주)금화피에스시,36190,2012-12-01,2000-12-26,,5,  전문직별 공사업,30.8,9.03,0.0,9.6,9.6,9.6,12.01,21.76,61.76,6.59,16.42,22.37,14.31,23021.61,796.0,676.8,414.22,9.83,73.99,14.72,44552.04,15.12,86.82,87.17,1765.36,2.17,2.49,13.43,6.45,19.1,68.27,5.35,56.61,19.11,0.01,0.0,2.18,143.1,2.5,4.09,15161.21,33.18,2186.02,2367.42,15.28,31.7,68.3,43.14,0.0,
24,155,(주)기산텔레콤,35460,2011-12-01,1999-11-18,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-36.67,-4.87,-2.7,-3.12,-3.12,-3.12,-10.87,0.0,10.87,-18.41,-31.86,-10.66,-13.21,4580.99,0.0,131.22,86.83,11.32,15.3,154.54,-3.73,90.84,64.31,39.29,421.96,0.72,1.65,2.1,3.45,3.46,6.09,59.98,105.74,105.46,0.01,1.21,0.64,4.67,1.09,1.59,-3910.82,-4.53,-28.51,-350.74,-5.95,0.0,0.0,0.0,0.0,
25,156,(주)기산텔레콤,35460,2012-12-01,1999-11-18,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",13.15,-81.7,-29.35,-42.78,-42.78,-42.78,-15.1,0.0,17.87,-2.53,-2.03,2.94,-2.36,5183.38,0.0,152.48,116.13,38.57,26.14,132.37,0.71,55.89,75.95,43.04,408.56,0.93,2.27,3.07,4.64,4.9,8.1,45.07,78.65,74.44,0.01,0.69,0.78,9.16,1.34,1.88,11594.7,15.83,515.09,1085.22,15.6,77.0,23.0,-16.23,0.0,
26,172,(주)나노신소재,121600,2012-12-01,2011-02-09,,5,  화학물질 및 화학제품 제조업; 의약품 제외,-29.38,-3.69,1.09,0.75,0.75,0.75,-6.44,0.0,30.51,-6.12,-2.52,-0.6,-2.05,3269.31,-205.0,467.61,166.59,58.54,48.45,20.78,-2.32,46.34,61.63,82.8,1565.01,0.33,0.41,0.9,0.88,7.4,204.74,1.78,283.09,49.34,0.0,0.0,0.44,1.08,0.53,1.34,8523.49,12.47,40.17,73.22,36.05,72.61,27.39,-16.97,0.0,
27,181,(주)나노엔텍,39860,2011-12-01,2000-08-16,,5,"  의료, 정밀, 광학기기 및 시계 제조업",-13.2,7.19,-7.01,-35.45,-35.45,-35.45,32.41,0.0,5.64,-92.77,-42.45,-20.28,-24.58,676.08,-641.0,584.92,524.49,48.43,61.16,72.71,-12.31,45.3,73.77,57.9,295.52,0.26,0.46,1.01,3.48,2.39,9.26,39.43,104.99,152.58,0.0,0.0,0.31,1.34,0.36,0.4,-6137.88,-12.36,-63.98,-332.18,-46.66,0.0,0.0,0.0,0.0,
28,182,(주)나노엔텍,39860,2012-12-01,2000-08-16,,5,"  의료, 정밀, 광학기기 및 시계 제조업",2.14,32.68,24.45,40.16,40.16,40.16,-10.5,0.0,8.54,-43.79,-25.61,-10.71,-13.24,690.53,-302.0,441.63,362.2,38.69,45.58,93.4,-5.04,79.44,58.92,51.71,236.19,0.3,0.58,0.74,2.85,2.69,10.62,34.37,127.93,135.93,0.0,0.0,0.42,1.03,0.51,0.63,-519.47,-1.17,-4.67,-31.13,-3.87,0.0,0.0,0.0,0.0,
29,191,(주)나노트로닉스,10670,2012-12-01,1996-05-14,2014-04-11,4,"  의료, 정밀, 광학기기 및 시계 제조업",13.53,-44.98,11.9,24.23,24.23,24.23,6.24,0.0,47.33,-16.38,-14.7,7.42,-6.36,1489.91,-257.0,128.9,116.35,11.65,15.69,123.72,1.4,67.19,69.97,44.7,330.81,0.39,0.9,1.39,5.84,0.88,6.06,60.22,62.55,288.99,0.0,1.53,0.3,32.19,0.54,0.59,1143.73,2.22,266.99,320.94,5.89,155.74,-55.74,-278.33,1.0,
30,204,(주)나이벡,138610,2012-12-01,2011-07-13,,5,  의료용 물질 및 의약품 제조업,43.42,4.29,-5.16,9.7,9.7,9.7,-5.41,0.0,21.42,4.24,5.85,4.52,3.95,3373.5,149.0,187.45,157.21,46.27,29.77,58.65,-2.68,57.41,63.82,63.03,503.41,0.93,1.38,2.32,8.62,3.81,6.18,59.04,42.36,95.81,0.01,0.16,1.05,86.66,1.55,1.9,5008.37,8.75,849.19,1763.68,10.35,44.36,55.64,40.92,0.0,
31,212,(주)나이스디앤비,130580,2012-12-01,2011-12-22,,5,  사업지원 서비스업,10.54,0.23,0.0,1.32,1.32,1.32,9.49,21.8,67.01,7.69,12.27,18.52,9.98,83289.1,0.0,398.95,103.78,30.02,55.28,22.89,44552.04,32.23,73.77,81.37,5222.41,1.3,1.59,4.95,2.38,21.8,61.87,5.9,153.52,16.75,0.01,0.0,1.41,35.06,1.76,6.76,13959.31,21.75,587.65,590.07,16.76,22.99,77.01,45.91,0.0,
32,229,(주)네오위즈,95660,2011-12-01,2007-07-02,,5,  출판업,55.09,394.58,200.5,34.36,34.36,34.36,44.44,177.53,39.37,10.86,30.13,20.93,13.68,30469.91,3499.0,120.37,120.14,40.1,6.42,129.44,16.91,142.36,37.95,43.58,2269.75,1.26,2.62,1.97,2219.28,7.87,11.11,32.84,0.16,46.39,0.07,0.0,1.73,9.48,3.5,3.5,214266.9,34.22,182.94,2488.1,32.09,41.28,58.72,33.84,0.0,
33,230,(주)네오위즈,95660,2012-12-01,2007-07-02,,5,  출판업,1.02,-5.79,-86.96,-21.71,-21.71,-21.71,-0.07,-89.74,36.75,0.86,2.94,18.76,0.92,30782.08,358.0,157.55,157.52,50.6,18.77,116.93,12.72,105.44,51.39,46.1,2390.72,1.08,2.4,1.95,2643.51,5.95,9.18,39.78,0.14,61.29,0.05,0.0,1.4,5.93,2.41,2.41,179996.8,28.76,163.13,2666.89,26.68,54.45,45.55,3.21,0.0,
34,239,(주)네오위즈홀딩스,42420,2011-12-01,2000-06-27,,5,  출판업,43.82,14.22,110.56,-3.6,-3.6,-3.6,10.87,26.8,38.78,10.52,11.85,18.43,11.49,79418.79,2416.0,149.22,148.97,56.97,15.41,86.63,30.85,99.44,46.72,53.58,3443.61,1.09,1.86,1.91,1811.41,7.76,10.42,35.03,0.2,47.05,0.08,0.0,1.44,8.08,2.55,2.55,257242.44,36.76,268.18,2943.5,35.37,47.36,52.64,29.73,0.0,
35,240,(주)네오위즈홀딩스,42420,2012-12-01,2000-06-27,,5,  출판업,2.16,-7.22,-26.92,-14.8,-14.8,-14.8,-1.46,-48.82,35.03,1.87,6.79,16.96,2.0,81138.15,1233.0,165.29,165.12,63.33,21.3,79.06,20.9,82.49,53.93,55.85,3568.23,1.07,1.95,2.15,1577.03,6.13,8.99,40.61,0.23,59.56,0.05,0.0,1.3,8.04,2.13,2.13,224993.09,32.62,252.82,3133.5,30.28,62.16,37.84,6.19,0.0,
36,250,(주)네오티스,85910,2011-12-01,2007-10-01,,5,  자동차 및 트레일러 제조업,-25.02,-3.04,-37.63,4.62,4.62,4.62,-4.39,93.5,6.43,1.17,7.29,2.81,2.73,80246.12,485.0,119.49,110.81,6.43,12.68,216.47,61.44,70.41,77.75,31.6,2592.74,2.34,6.25,10.27,60.61,4.99,4.89,74.62,6.02,73.14,0.22,0.02,1.71,67.85,3.03,3.19,11887.72,7.57,365.59,1501.53,4.32,69.65,30.35,27.04,0.0,
37,251,(주)네오티스,85910,2012-12-01,2007-10-01,,5,  자동차 및 트레일러 제조업,19.86,61.28,22.44,25.65,25.65,25.65,3.18,8.51,4.58,-0.39,-2.97,1.31,-0.94,56548.24,-218.0,121.12,120.73,2.35,13.58,216.24,33.52,69.92,77.89,31.62,1406.19,2.44,7.71,10.99,83.69,3.97,5.5,66.31,4.36,91.86,0.03,0.01,1.71,93.99,3.13,3.26,10321.87,6.39,223.87,904.22,2.66,94.15,5.85,-14.51,0.0,
38,260,(주)네오팜,92730,2011-12-01,2007-01-30,,5,  화학물질 및 화학제품 제조업; 의약품 제외,15.57,-0.44,30.96,-3.62,-3.62,-3.62,2.91,-26.83,0.0,23.8,14.49,9.62,7.33,8952.07,2137.0,144.52,144.52,8.77,22.71,110.93,37.77,55.41,73.73,47.41,2908.28,0.31,0.61,1.11,0.0,3.54,0.74,145.85,0.0,103.08,0.0,0.36,0.26,7.55,0.43,0.43,55604.26,19.89,550.24,0.0,70.95,44.56,55.44,33.55,0.0,
39,261,(주)네오팜,92730,2012-12-01,2007-01-30,,5,  화학물질 및 화학제품 제조업; 의약품 제외,10.8,-6.06,41.06,-8.74,-8.74,-8.74,0.42,-28.36,0.0,27.36,15.92,9.84,7.46,9372.99,2641.0,155.21,155.21,15.18,29.02,115.73,28.19,39.73,81.59,46.35,3281.22,0.27,0.58,1.24,0.0,3.56,0.6,145.85,0.0,102.48,0.0,0.34,0.21,8.29,0.35,0.35,60927.73,18.89,629.37,0.0,74.25,44.0,56.0,36.85,0.0,
40,270,(주)네오퍼플,28090,2012-12-01,1996-11-29,2013-05-03,4,  식료품 제조업,-23.25,-63.42,-5.37,-35.37,-35.37,-35.37,-6.54,0.0,14.27,-53.08,-103.49,-10.43,-32.81,419.35,0.0,98.41,84.59,30.92,-1.06,204.43,-2.52,104.65,65.62,32.85,41.58,0.62,1.88,1.8,6.71,14.7,25.25,14.45,54.42,24.83,0.02,0.0,0.47,5.46,0.94,1.1,-11813.58,-29.25,-258.29,-943.07,-47.31,0.0,0.0,0.0,1.0,
41,279,(주)네패스,33640,2011-12-01,1999-12-14,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",1.21,10.94,20.7,8.2,8.2,8.2,-2.12,0.0,16.97,-0.83,-1.63,6.35,-0.71,12650.06,-106.0,132.84,109.95,31.8,7.93,122.9,3.47,151.39,32.08,44.86,1252.11,0.85,1.9,1.32,17.09,6.62,13.44,27.16,21.36,55.1,0.02,0.1,1.32,1.51,2.42,2.82,67797.72,21.21,42.48,68.37,24.56,46.95,53.05,-3.39,0.0,
42,280,(주)네패스,33640,2012-12-01,1999-12-14,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",5.23,11.01,11.79,10.97,10.97,10.97,5.98,0.0,26.69,4.12,7.56,13.1,3.63,13312.21,501.0,107.66,85.92,22.09,2.05,116.0,7.99,153.61,28.88,46.3,1362.66,0.88,1.94,1.27,15.52,6.36,15.28,23.89,23.51,57.35,0.02,0.15,1.58,1.43,2.9,3.57,85831.24,25.34,48.47,86.65,29.54,39.67,60.33,13.93,0.0,
43,290,(주)넥스턴바이오사이언스,89140,2012-12-01,2006-11-01,,5,  기타 기계 및 장비 제조업,-22.12,-2.7,47.57,-3.2,-3.2,-3.2,-7.65,-20.99,46.01,-6.87,-4.7,-5.0,-2.85,674.94,-50.0,331.0,293.93,194.16,44.73,65.06,158.14,59.28,64.09,60.58,986.22,0.41,0.68,1.15,5.78,2.46,8.93,40.85,63.19,148.14,0.01,0.0,0.5,2.1,0.65,0.73,922.32,1.51,7.66,142.02,3.64,356.14,-256.14,-188.76,0.0,
44,297,(주)넥스트아이,137940,2012-12-01,2011-06-14,,5,"  의료, 정밀, 광학기기 및 시계 제조업",44.66,32.46,-7.67,36.53,36.53,36.53,28.92,9.79,42.32,18.86,16.95,21.24,14.2,3153.73,632.0,511.41,473.51,54.17,55.02,16.03,4655.9,36.67,68.4,86.19,685.78,0.75,0.87,2.38,14.86,6.11,9.73,37.52,24.56,59.74,0.02,0.09,0.92,3.34,1.1,1.19,9305.42,27.27,157.64,32625.4,36.21,37.85,62.15,52.08,0.0,
45,333,(주)누리플랜,69140,2011-12-01,2010-10-26,,5,  금속가공제품 제조업; 기계 및 가구 제외,7.91,0.13,-58.12,5.64,5.64,5.64,7.37,-8.68,22.6,5.52,12.14,7.36,6.04,13794.79,0.0,138.13,126.49,23.99,17.65,97.65,5.57,71.29,63.93,50.59,1306.49,1.09,2.19,2.95,11.69,4.2,19.12,19.09,31.21,86.9,0.01,0.0,1.0,3.9,1.74,2.04,11360.87,20.39,74.44,4131.83,19.11,55.17,44.83,28.89,0.0,
46,334,(주)누리플랜,69140,2012-12-01,2010-10-26,,5,  금속가공제품 제조업; 기계 및 가구 제외,-24.16,3.68,10.11,3.47,3.47,3.47,-0.55,0.0,18.59,-2.57,-4.17,-2.59,-2.09,10462.55,0.0,195.41,176.75,7.98,30.5,101.06,-2.1,75.44,62.48,49.74,1277.29,0.81,1.62,2.21,14.3,4.11,12.78,28.56,25.53,88.72,0.01,0.18,0.79,2.9,1.28,1.41,5553.64,10.02,35.1,548.92,12.32,108.7,-8.7,-20.89,0.0,
47,343,(주)누리플렉스,40160,2011-12-01,2000-08-29,,5,  출판업,-12.54,211.27,-39.32,92.79,92.79,92.79,-4.1,0.0,31.37,-1.3,-5.83,2.75,-0.86,5651.25,0.0,237.77,206.97,41.78,29.49,49.14,0.79,73.24,50.89,67.05,782.23,0.66,1.0,1.82,7.77,3.94,8.82,41.38,47.0,92.53,0.01,0.35,0.73,3.18,1.05,1.21,12704.17,13.6,42.15,677.27,20.07,84.78,15.22,-6.47,0.0,
48,344,(주)누리플렉스,40160,2012-12-01,2000-08-29,,5,  출판업,-23.84,10.45,57.37,-1.87,-1.87,-1.87,-11.07,0.0,34.11,-23.44,-34.39,-2.59,-12.81,4239.96,0.0,184.28,137.36,27.37,20.95,60.27,-3.57,86.84,45.81,62.39,552.39,0.55,0.84,1.06,6.09,3.89,7.55,48.34,59.98,93.81,0.01,0.41,0.76,1.52,1.13,1.38,5163.33,6.22,15.51,158.69,10.71,250.53,-150.53,-218.85,0.0,
49,354,(주)뉴보텍,60260,2011-12-01,2002-02-05,,5,  고무 및 플라스틱제품 제조업,11.03,-10.34,-0.83,-11.36,-11.36,-11.36,-6.63,0.0,42.82,1.93,1.28,1.42,1.15,3977.58,77.0,718.82,635.35,396.12,52.17,9.37,-4.5,43.09,60.6,91.43,1214.61,0.59,0.66,1.61,7.84,3.32,19.18,19.03,46.58,109.86,0.01,0.0,0.81,8.66,0.94,1.07,9308.53,24.33,323.36,1388.57,40.63,76.97,23.03,4.76,0.0,
50,355,(주)뉴보텍,60260,2012-12-01,2002-02-05,,5,  고무 및 플라스틱제품 제조업,-4.89,-11.05,8.44,-6.04,-6.04,-6.04,-13.3,0.0,39.09,1.84,1.3,-0.63,1.19,4332.17,80.0,887.11,815.13,544.68,54.62,8.81,1.06,41.82,61.56,91.9,1236.81,0.65,0.71,1.67,10.78,3.84,52.69,6.93,33.85,95.17,0.01,0.0,0.94,8.79,1.06,1.18,8817.26,22.75,358.2,2073.75,35.34,80.15,19.85,5.2,0.0,
51,364,(주)뉴인텍,12340,2011-12-01,1997-02-12,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",2.65,7.12,19.57,8.14,8.14,8.14,15.06,0.0,11.56,-0.43,-0.88,2.61,-0.37,1766.17,-8.0,108.76,66.71,13.92,4.83,152.86,0.99,101.09,60.02,39.55,172.49,0.87,2.06,2.11,3.8,3.81,6.87,53.13,96.01,95.71,0.01,1.34,0.78,2.76,1.47,2.4,10825.15,15.03,49.94,121.78,18.55,67.58,32.42,-2.31,0.0,
