,Unnamed: 0,회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,매출액증가율,유형자산증가율,재고자산증가율,비유동자산증가율,유동자산증가율,자기자본증가율,총자본증가율,순이익증가율,매출액총이익률,매출액순이익률,자기자본순이익률,총자본사업이익률,총자본순이익률,1주당매출액,1주당순이익,유동비율,당좌비율,현금비율,순운전자본비율,부채비율,이자보상배율이자비용,비유동비율,유동자산구성비율,자기자본구성비율,자기자본배율,총자본회전률,자기자본회전률,비유동자산회전률,재고자산회전률,매출채권회전률,매입채무회전률,매입채무회전기간,재고자산회전기간,매출채권회전기간,1회전기간,운전자본회전률,순운전자본회전률,유형자산회전율,유동자산회전률,당좌자산회전률,부가가치,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,label,pred_label
2705,3007,(주)엠게임,58630,2015-12-01,2008-12-19,,5,  출판업,-9.5,-4.12,0.0,-0.61,-0.61,-0.61,-9.29,0.0,30.48,11.93,7.59,-2.72,7.08,8738.24,1043.0,1300.69,1131.88,420.97,72.96,6.79,15.38,22.38,79.04,93.64,2824.5,0.59,0.64,2.63,5.57,5.01,13.24,27.57,65.48,72.88,0.01,0.0,0.71,7.23,0.77,0.89,37549.03,23.23,295.66,27000.68,40.1,55.59,44.41,29.75,0.0,1.0
2706,3008,(주)엠게임,58630,2016-12-01,2008-12-19,,5,  출판업,9.7,27.1,0.0,-3.8,-3.8,-3.8,6.45,158.28,30.34,4.56,3.18,2.02,2.95,9870.02,467.0,972.47,767.37,182.22,69.38,8.97,14.05,24.7,77.33,91.77,2832.23,0.65,0.7,2.96,4.86,4.88,12.19,29.95,75.14,74.79,0.01,0.0,0.76,8.36,0.83,1.0,30431.51,18.4,241.35,21626.35,28.77,66.75,33.25,15.86,0.0,0.0
2707,3009,(주)엠게임,58630,2017-12-01,2008-12-19,,5,  출판업,-9.7,8.84,0.0,13.91,13.91,13.91,13.65,-29.62,30.06,1.66,1.18,3.34,1.07,10082.75,173.0,805.71,640.26,119.35,61.72,11.92,28.25,33.06,70.46,89.35,2840.31,0.64,0.71,2.46,4.19,4.37,10.41,35.05,87.18,83.45,0.01,0.0,0.78,7.3,0.87,1.1,35398.89,20.78,208.47,11904.79,32.76,64.62,35.38,5.05,0.0,0.0
2708,3015,(주)엠디에스테크,86960,2013-12-01,2006-09-26,,5,  출판업,15.11,29.24,45.37,29.93,29.93,29.93,15.95,-11.45,31.65,10.58,11.94,11.07,9.25,9626.67,1031.0,397.95,384.0,47.3,56.29,30.0,203.46,32.26,75.18,76.92,1636.58,0.87,1.11,3.71,36.62,4.28,11.66,31.31,9.97,85.35,0.02,0.03,0.93,8.23,1.14,1.18,22600.43,21.98,197.04,2569.69,27.0,51.08,48.92,39.17,0.0,0.0
2709,3016,(주)엠디에스테크,86960,2014-12-01,2006-09-26,,5,  출판업,25.66,-1.15,50.65,8.57,8.57,8.57,15.9,12.66,30.74,9.77,12.17,10.97,9.26,11999.07,1152.0,359.0,342.98,63.88,55.37,34.69,164.73,31.31,76.75,74.25,1814.27,0.95,1.26,3.95,30.99,4.9,13.0,28.08,11.78,74.49,0.02,0.04,0.98,9.22,1.25,1.3,28553.89,23.96,251.84,3553.52,27.15,53.65,46.35,35.98,0.0,0.0
2710,3017,(주)엠디에스테크,86960,2015-12-01,2006-09-26,,5,  출판업,12.0,17.66,83.96,5.32,5.32,5.32,7.91,4.46,31.35,9.35,11.49,10.86,8.89,13370.64,1197.0,366.51,338.83,49.46,56.22,31.98,314.82,29.95,77.31,75.77,1985.05,0.95,1.27,4.14,20.33,4.62,12.28,29.72,17.95,79.08,0.01,0.08,0.97,9.55,1.23,1.31,33469.11,26.03,250.89,3029.3,28.41,54.98,45.02,32.91,0.0,0.0
2711,3018,(주)엠디에스테크,86960,2016-12-01,2006-09-26,,5,  출판업,27.57,-0.08,68.45,7.64,7.64,7.64,14.11,-5.22,29.36,7.3,10.47,10.44,7.97,17039.64,1138.0,296.21,263.73,57.17,52.06,48.36,136.13,31.75,78.6,67.4,1961.09,1.09,1.53,4.96,14.92,4.17,11.46,31.86,24.47,87.61,0.01,0.13,1.07,11.27,1.4,1.54,38446.37,26.2,288.42,4163.89,25.58,57.94,42.06,28.52,0.0,0.0
2712,3019,(주)엠디에스테크,86960,2017-12-01,2006-09-26,,5,  출판업,-0.9,-5.99,11.25,12.99,12.99,12.99,-2.39,-12.7,31.66,6.14,8.97,8.15,6.31,16875.24,1001.0,300.04,260.86,48.65,50.15,36.39,15.0,33.79,75.23,73.32,2055.19,1.03,1.46,4.45,11.15,3.62,10.58,34.52,32.73,100.97,0.01,0.24,1.0,11.52,1.34,1.52,38894.78,27.16,310.37,4963.62,26.12,63.65,36.35,23.53,0.0,0.0
2713,3023,(주)엠씨넥스,97520,2013-12-01,2012-07-25,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",74.49,125.21,29.17,109.32,109.32,109.32,42.69,237.06,10.92,2.69,13.55,6.8,4.41,49942.77,1372.0,96.22,57.65,14.68,-2.24,237.41,3.39,145.21,56.96,29.64,2097.35,1.64,5.04,4.39,6.89,6.89,7.46,48.93,52.98,52.97,0.02,0.16,1.34,5.23,2.62,4.23,43518.38,20.43,55.24,86.49,14.64,56.05,43.95,18.37,0.0,0.0
2714,3024,(주)엠씨넥스,97520,2014-12-01,2012-07-25,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",38.07,31.44,27.4,25.26,25.26,25.26,35.73,70.67,13.0,3.32,19.48,9.18,5.44,68177.47,2315.0,95.83,61.76,10.48,-2.62,275.49,4.95,149.14,60.28,26.63,2557.97,1.63,5.86,3.98,7.42,6.62,7.0,52.17,49.18,55.17,0.02,0.14,1.36,4.5,2.78,4.44,64092.74,22.17,62.1,85.32,15.62,43.51,56.49,21.29,0.0,0.0
2715,3025,(주)엠씨넥스,97520,2015-12-01,2012-07-25,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",22.53,12.8,-24.45,8.8,8.8,8.8,-5.72,18.46,13.24,3.21,19.24,9.46,5.76,55886.86,1833.0,86.8,59.27,22.27,-8.24,199.49,6.06,137.28,54.16,33.39,2022.68,1.79,5.99,4.19,9.25,7.54,7.87,46.41,39.48,48.39,0.02,0.11,1.49,4.56,3.12,4.72,79771.99,29.27,68.73,98.3,15.86,43.69,56.31,20.26,0.0,1.0
2716,3026,(주)엠씨넥스,97520,2016-12-01,2012-07-25,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-17.97,9.55,15.03,9.53,9.53,9.53,8.13,0.0,4.2,-5.99,-31.95,-8.33,-8.71,45840.37,-2824.0,70.48,46.43,18.66,-22.44,363.32,-5.68,215.13,53.57,21.58,1413.7,1.45,5.34,3.15,8.2,7.62,6.21,58.8,44.54,47.9,0.03,0.1,1.18,3.37,2.7,4.03,32810.83,11.13,25.66,36.13,7.95,108.94,-8.94,-75.28,0.0,1.0
2717,3027,(주)엠씨넥스,97520,2017-12-01,2012-07-25,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",62.06,18.76,5.37,19.94,19.94,19.94,31.6,0.0,9.49,-0.13,-1.1,5.82,-0.26,74288.6,0.0,78.15,58.32,21.56,-16.13,295.64,2.84,167.43,57.68,25.28,1775.97,1.96,8.06,4.44,12.09,12.18,8.38,43.54,30.19,29.97,0.06,0.06,1.5,4.78,3.5,4.93,5405.82,1.39,3.58,5.13,0.81,0.0,0.0,-16.51,0.0,1.0
2718,3035,(주)엠에스씨,9780,2013-12-01,1993-10-12,,5,  식료품 제조업,10.7,3.4,-16.29,3.09,3.09,3.09,1.38,11.4,19.95,2.58,8.52,5.34,2.9,144543.25,3723.0,86.96,42.8,2.15,-6.5,183.25,2.9,160.39,43.37,35.3,914.06,1.12,3.31,2.0,4.62,7.99,21.49,16.98,79.0,45.66,0.01,0.0,1.19,2.32,2.56,5.76,32638.86,28.65,59.25,193.37,25.66,60.82,39.18,10.04,0.0,1.0
2719,3036,(주)엠에스씨,9780,2014-12-01,1993-10-12,,5,  식료품 제조업,1.59,4.76,35.37,7.6,7.6,7.6,10.2,44.8,21.06,3.67,11.26,5.9,3.96,146847.91,5391.0,91.2,36.01,3.32,-4.31,184.87,4.09,157.5,44.71,35.1,1001.57,1.08,3.07,1.93,4.38,7.21,16.83,21.69,83.4,50.65,0.01,0.0,1.15,2.26,2.45,5.56,35938.13,28.63,62.83,206.65,27.81,61.84,38.16,13.2,0.0,0.0
2720,3037,(주)엠에스씨,9780,2015-12-01,1993-10-12,,5,  식료품 제조업,4.33,0.23,6.27,6.37,6.37,6.37,2.8,8.56,21.48,3.82,10.98,6.32,4.05,153202.59,5852.0,93.68,32.45,1.49,-2.89,159.4,5.63,148.4,42.79,38.55,1130.69,1.06,2.87,1.88,3.85,7.64,20.35,17.94,94.84,47.8,0.01,0.0,1.16,2.31,2.42,6.53,39518.28,30.62,71.07,246.77,29.31,61.77,38.23,13.03,0.0,1.0
2721,3038,(주)엠에스씨,9780,2016-12-01,1993-10-12,,5,  식료품 제조업,0.59,2.17,-22.87,11.85,11.85,11.85,8.75,92.52,23.08,7.31,18.11,9.63,7.36,15411.15,1127.0,98.05,50.79,10.73,-0.82,134.88,9.29,138.21,41.16,42.57,1357.93,1.01,2.48,1.73,4.24,7.08,23.08,15.82,86.04,51.52,0.01,0.0,1.17,2.29,2.4,5.53,44001.43,31.35,76.46,272.07,32.45,51.22,48.78,22.53,0.0,0.0
2722,3039,(주)엠에스씨,9780,2017-12-01,1993-10-12,,5,  식료품 제조업,4.67,-5.15,2.06,3.77,3.77,3.77,1.49,13.29,22.61,7.91,17.21,9.13,7.94,16131.22,1276.0,99.28,49.56,4.77,-0.29,101.13,10.36,121.02,39.83,49.72,1609.42,1.0,2.17,1.69,5.05,6.25,20.47,17.83,72.32,58.41,0.01,0.0,1.23,2.44,2.48,4.87,47047.3,33.03,87.11,335.25,33.14,54.59,45.41,23.88,0.0,1.0
2723,3045,(주)엠에스오토텍,123040,2013-12-01,2010-08-06,,5,  자동차 및 트레일러 제조업,105.22,9.02,50.81,9.2,9.2,9.2,0.63,0.0,12.91,-2.56,-71.29,7.46,-2.92,82526.87,-2426.0,80.16,64.5,3.04,-9.43,598.55,1.62,382.86,38.1,9.85,568.53,1.14,8.06,1.92,18.39,5.85,19.91,18.33,19.85,62.35,0.02,0.23,1.32,1.99,2.82,3.33,118455.04,19.92,37.51,63.18,17.5,51.03,48.97,-14.62,0.0,1.0
2724,3046,(주)엠에스오토텍,123040,2014-12-01,2010-08-06,,5,  자동차 및 트레일러 제조업,18.78,16.84,24.35,18.8,18.8,18.8,11.93,0.0,9.05,-1.12,-56.19,3.69,-1.43,79675.82,-1720.0,62.9,47.73,3.93,-20.23,598.55,0.84,382.86,34.3,11.87,511.87,1.28,8.06,2.0,16.19,8.01,17.72,20.6,22.55,45.56,0.02,0.15,1.46,2.09,3.53,4.52,134593.84,20.22,37.35,59.44,16.75,53.26,46.74,-6.71,0.0,1.0
2725,3047,(주)엠에스오토텍,123040,2015-12-01,2010-08-06,,5,  자동차 및 트레일러 제조업,7.5,1.71,-14.51,1.31,1.31,1.31,-2.8,0.0,11.46,0.17,-11.65,7.43,0.23,61400.01,-323.0,51.85,39.89,1.46,-29.27,594.5,2.14,382.86,31.52,14.4,592.77,1.32,8.06,1.96,16.93,8.62,13.7,26.64,21.56,42.37,0.03,0.08,1.45,2.07,4.0,5.23,159177.98,24.6,39.01,60.86,18.42,48.1,51.9,0.95,0.0,1.0
2726,3048,(주)엠에스오토텍,123040,2016-12-01,2010-08-06,,5,  자동차 및 트레일러 제조업,-13.44,-8.07,-3.18,-5.31,-5.31,-5.31,-2.53,0.0,11.31,3.29,39.58,6.73,3.85,51412.94,1577.0,51.85,40.66,4.57,-31.09,403.41,2.03,334.89,33.48,19.86,992.27,1.17,6.85,1.73,16.15,7.89,12.13,30.1,22.6,46.25,0.03,0.08,1.23,1.85,3.6,4.64,171334.72,27.17,48.56,77.96,22.91,41.77,58.23,14.34,0.0,1.0
2727,3049,(주)엠에스오토텍,123040,2017-12-01,2010-08-06,,5,  자동차 및 트레일러 제조업,-5.84,-6.53,2.55,-5.97,-5.97,-5.97,-3.56,0.0,9.16,-1.6,-10.9,3.96,-1.81,48408.75,-488.0,61.43,48.0,8.41,-22.06,337.12,1.14,283.51,35.14,22.88,649.31,1.14,5.33,1.73,15.26,8.03,13.1,27.86,23.91,45.47,0.02,0.1,1.19,1.88,3.32,4.24,134241.89,22.07,38.3,61.05,19.06,55.66,44.34,-8.37,0.0,1.0
2728,3053,(주)엠제이비,74150,2015-12-01,2005-07-08,2016-09-05,4,  전문직별 공사업,-22.63,-89.1,-51.15,-95.75,-95.75,-95.75,2.59,0.0,45.48,23.4,9.42,13.29,8.94,2531.24,618.0,1601.49,1484.1,33.46,60.91,4.23,-2.25,36.52,64.96,95.94,1292.49,0.38,0.4,1.4,8.32,6.88,19.52,18.7,43.85,53.04,0.01,0.0,0.49,4.65,0.52,0.56,13412.74,14.47,132.25,5467.09,38.5,31.07,68.93,60.78,1.0,0.0
2729,3056,(주)엠투엔,33310,2013-12-01,1997-11-10,,5,  금속가공제품 제조업; 기계 및 가구 제외,-9.13,3.19,43.65,5.99,5.99,5.99,-0.66,34.06,-7.9,-255.42,-22.63,-11.79,-18.79,416.57,-1108.0,641.4,561.94,1.77,16.5,22.12,3.66,98.24,19.55,81.89,835.19,0.07,0.09,0.1,2.22,6.19,5.42,67.37,164.14,58.97,0.01,0.33,0.22,0.38,0.25,0.29,-7989.95,-11.35,-54.95,-1369.91,-138.92,0.0,0.0,0.0,0.0,0.0
2730,3057,(주)엠투엔,33310,2014-12-01,1997-11-10,,5,  금속가공제품 제조업; 기계 및 가구 제외,-0.72,25.11,34.9,16.16,16.16,16.16,31.17,11.05,19.91,19.1,20.86,7.63,10.26,1775.09,355.0,69.51,57.48,10.81,-12.05,86.42,5.62,135.21,27.47,53.64,322.86,0.54,1.0,0.74,11.3,3.36,6.55,55.74,32.29,108.49,0.01,0.12,0.8,3.24,1.96,2.37,16400.6,22.6,136.48,303.22,42.05,31.25,68.75,45.42,0.0,0.0
2731,3058,(주)엠투엔,33310,2015-12-01,1997-11-10,,5,  금속가공제품 제조업; 기계 및 가구 제외,30.78,-0.06,4.77,9.15,9.15,9.15,8.23,-22.73,17.79,12.59,13.86,5.24,8.18,2321.47,274.0,78.35,64.92,14.63,-7.42,72.9,5.54,126.47,26.85,57.84,375.39,0.65,1.12,0.89,14.11,4.85,8.55,42.67,25.87,75.23,0.02,0.1,1.06,4.24,2.42,2.92,16077.86,20.47,133.67,317.77,31.52,38.64,61.36,39.95,0.0,0.0
2732,3059,(주)엠투엔,33310,2016-12-01,1997-11-10,,5,  금속가공제품 제조업; 기계 및 가구 제외,-2.51,1.39,-7.34,8.35,8.35,8.35,8.98,-18.43,17.22,10.71,10.84,4.13,6.49,2263.18,224.0,80.15,68.65,25.23,-6.76,73.09,5.05,125.88,27.28,57.77,407.46,0.61,1.05,0.83,14.28,4.64,7.74,47.16,25.56,78.63,0.02,0.09,0.99,4.11,2.24,2.65,15145.08,17.69,124.81,316.71,30.46,44.96,55.04,35.16,0.0,0.0
2733,3060,(주)엠투엔,33310,2017-12-01,1997-11-10,,5,  금속가공제품 제조업; 기계 및 가구 제외,2.9,-2.84,-12.22,6.18,6.18,6.18,4.14,-17.04,15.08,8.57,8.29,2.37,5.02,2328.85,186.0,83.68,73.0,26.47,-5.04,67.07,2.73,123.88,25.85,59.85,441.59,0.59,1.0,0.8,16.27,4.63,8.13,44.9,22.44,78.79,0.02,0.08,0.99,4.26,2.21,2.55,14615.18,16.4,124.71,278.29,28.56,47.96,52.04,30.02,0.0,0.0
2734,3069,(주)연우,115960,2016-12-01,2015-11-02,,5,  고무 및 플라스틱제품 제조업,17.81,22.52,53.3,15.14,15.14,15.14,11.31,36.9,19.44,8.92,11.68,10.71,8.86,18919.86,1687.0,271.6,210.51,91.59,24.46,31.8,57.85,80.77,38.72,75.87,2890.18,0.99,1.31,1.62,11.41,7.46,25.39,14.38,32.0,48.9,0.02,0.0,1.88,1.84,2.57,3.31,101099.87,42.81,91.48,413.52,43.1,62.28,37.72,20.69,0.0,1.0
2735,3070,(주)연우,115960,2017-12-01,2015-11-02,,5,  고무 및 플라스틱제품 제조업,-2.25,20.83,9.58,17.9,17.9,17.9,9.75,-62.77,13.33,3.4,4.26,3.72,3.15,18494.54,628.0,177.67,132.45,52.86,14.94,39.0,15.48,91.51,34.16,71.94,3007.64,0.93,1.25,1.45,10.64,7.01,22.6,16.15,34.31,52.08,0.01,0.0,1.74,1.63,2.55,3.35,85751.69,33.09,64.77,259.88,37.4,75.06,24.94,9.08,0.0,0.0
2736,3075,(주)영우디에스피,143540,2015-12-01,2014-10-29,,5,  기타 기계 및 장비 제조업,-7.52,-3.15,0.0,22.74,22.74,22.74,6.21,-63.42,12.23,-1.05,-2.43,2.09,-1.41,7101.16,-76.0,65.5,57.65,1.88,-12.47,69.76,0.6,129.56,23.68,58.91,606.81,1.34,2.31,1.84,34.01,10.84,6.23,58.62,10.73,33.68,0.0,0.03,2.06,5.43,4.89,5.71,6136.51,6.5,28.96,49.99,4.72,126.36,-26.36,-22.33,0.0,0.0
2737,3076,(주)영우디에스피,143540,2016-12-01,2014-10-29,,5,  기타 기계 및 장비 제조업,152.68,-19.52,0.0,-3.88,-3.88,-3.88,151.51,964.66,10.13,8.13,29.97,7.17,8.67,11995.55,986.0,138.99,138.99,15.81,23.43,245.82,19.36,56.97,83.53,28.92,651.23,1.07,3.68,6.47,0.0,1.58,2.25,145.85,0.0,231.49,0.01,0.0,0.74,18.98,1.28,1.28,28325.58,20.65,367.88,3451.89,19.38,50.79,49.21,41.97,0.0,0.0
2738,3077,(주)영우디에스피,143540,2017-12-01,2014-10-29,,5,  기타 기계 및 장비 제조업,76.58,107.86,0.0,29.18,29.18,29.18,18.44,0.0,3.43,-1.77,-12.25,-0.17,-3.05,21181.19,-376.0,119.13,119.13,32.15,13.18,363.15,-0.52,83.22,82.03,21.59,575.92,1.72,6.9,9.96,0.0,2.89,4.05,90.11,0.0,126.24,0.03,0.0,1.17,21.78,2.08,2.08,17124.31,10.54,107.0,2573.62,6.64,108.67,-8.67,-26.73,0.0,1.0
2739,3081,(주)영진코퍼레이션,53330,2014-12-01,2001-11-01,2015-04-23,4,  기타 기계 및 장비 제조업,-82.17,-97.71,0.0,-90.41,-90.41,-90.41,-87.7,0.0,-12.8,-358.61,-147.0,-5.96,-55.25,349.71,-1262.0,39.68,39.68,0.25,-42.03,0.0,-1.68,0.0,72.09,9.85,-61.44,0.21,0.0,0.59,18.1,0.87,0.83,145.85,20.16,288.99,0.23,0.06,0.15,0.74,0.32,0.32,-22762.31,-43.37,-4621.07,-12100.66,-251.96,0.0,0.0,0.0,1.0,1.0
2740,3085,(주)예림당,36000,2013-12-01,1999-11-30,,5,  출판업,169.0,177.98,37.09,104.22,104.22,104.22,70.85,-13.57,31.29,5.39,9.94,8.76,5.9,5997.55,319.0,78.94,54.78,18.96,-6.4,84.1,6.82,139.95,23.98,54.32,625.6,1.09,1.78,1.53,13.66,13.21,78.13,4.67,26.71,27.63,0.02,0.0,2.02,5.19,3.83,5.32,58713.44,36.86,150.06,8111.04,42.5,30.06,69.94,12.68,0.0,0.0
2741,3086,(주)예림당,36000,2014-12-01,1999-11-30,,5,  출판업,111.72,19.1,-13.71,6.23,6.23,6.23,19.89,20.74,22.18,3.91,10.6,11.41,6.53,12698.23,371.0,138.96,116.47,62.22,9.15,80.71,12.64,121.72,32.64,55.34,756.24,1.67,3.04,2.34,26.86,25.38,136.79,2.67,13.59,14.38,0.04,0.0,2.71,6.82,5.47,7.43,119028.56,62.33,255.43,19010.93,40.69,30.81,69.19,9.61,0.0,1.0
2742,3087,(주)예림당,36000,2015-12-01,1999-11-30,,5,  출판업,9.15,24.69,39.11,12.14,12.14,12.14,16.82,-72.75,15.97,1.07,2.66,3.67,1.65,13860.29,0.0,91.81,75.46,37.38,-3.15,111.27,1.81,136.6,35.34,47.33,746.32,1.54,3.02,2.34,26.47,23.3,100.27,3.64,13.79,15.67,0.04,0.0,2.35,6.1,4.52,5.45,152596.09,68.41,267.39,22160.02,47.8,29.99,70.01,2.24,0.0,0.0
2743,3088,(주)예림당,36000,2016-12-01,1999-11-30,,5,  출판업,41.81,-6.31,10.38,3.84,3.84,3.84,10.04,132.74,16.72,1.46,6.07,8.93,2.82,19655.59,234.0,83.89,70.31,24.86,-7.48,115.12,6.66,131.26,38.98,46.48,782.36,1.93,4.12,3.08,30.67,25.66,88.29,4.13,11.9,14.22,0.05,0.0,2.42,8.05,5.19,6.24,211267.97,86.07,390.37,42506.16,46.66,28.75,71.25,3.13,0.0,0.0
2744,3089,(주)예림당,36000,2017-12-01,1999-11-30,,5,  출판업,42.09,23.05,22.68,7.86,7.86,7.86,49.52,263.51,18.11,5.62,19.68,16.26,11.81,27928.06,851.0,109.07,98.98,64.07,4.65,138.88,31.32,105.16,55.98,41.86,933.02,2.1,4.81,4.13,37.3,29.55,112.89,3.23,9.79,12.35,0.05,0.0,2.13,10.6,4.27,4.83,358402.09,97.65,558.93,56582.24,55.71,27.05,72.95,10.09,0.0,0.0
2745,3093,(주)예스티,122640,2016-12-01,2015-12-16,,5,  기타 기계 및 장비 제조업,-25.33,-1.82,372.1,5.36,5.36,5.36,31.85,-65.55,20.8,4.82,5.96,3.75,3.09,12179.69,587.0,158.41,90.5,26.49,23.01,92.92,6.25,72.55,62.39,51.83,1970.56,0.64,1.24,1.7,2.4,3.89,3.22,113.24,152.37,93.88,0.01,0.33,0.63,2.92,1.03,1.8,15369.31,18.68,85.12,588.68,29.16,63.61,36.39,16.53,0.0,0.0
2746,3094,(주)예스티,122640,2017-12-01,2015-12-16,,5,  기타 기계 및 장비 제조업,185.42,23.04,23.66,26.32,26.32,26.32,42.15,478.75,18.63,9.77,30.1,15.97,14.77,34763.14,1375.0,262.16,170.54,52.88,41.18,112.28,11.38,70.94,66.58,47.11,2545.62,1.51,3.08,4.3,6.11,8.56,10.29,35.46,59.7,42.63,0.01,0.23,1.57,7.47,2.33,3.76,36566.68,31.27,179.04,728.73,24.31,38.98,61.02,40.21,0.0,0.0
2747,3100,(주)오공,45060,2013-12-01,2000-08-10,,5,  화학물질 및 화학제품 제조업; 의약품 제외,7.82,-1.57,0.87,11.77,11.77,11.77,9.78,18.17,18.36,2.61,5.86,5.23,3.2,9780.11,228.0,120.99,87.18,24.93,9.2,97.66,4.76,92.85,53.03,50.59,789.01,1.23,2.38,2.63,7.94,4.56,9.75,37.42,45.94,79.99,0.01,0.36,1.29,2.86,2.3,3.23,16930.91,17.61,43.26,934.56,15.02,63.57,36.43,17.36,0.0,0.0
2748,3101,(주)오공,45060,2014-12-01,2000-08-10,,5,  화학물질 및 화학제품 제조업; 의약품 제외,10.58,30.96,15.13,20.53,20.53,20.53,11.98,-2.88,17.78,2.37,5.46,4.68,2.9,10814.87,220.0,110.41,76.38,16.59,4.66,110.82,3.8,106.59,49.44,47.43,822.25,1.22,2.5,2.5,8.13,4.76,9.93,36.75,44.89,76.69,0.01,0.34,1.28,2.76,2.39,3.39,18976.95,17.63,37.27,461.37,15.23,65.07,34.93,15.56,0.0,0.0
2749,3102,(주)오공,45060,2015-12-01,2000-08-10,,5,  화학물질 및 화학제품 제조업; 의약품 제외,9.62,10.59,-2.55,8.37,8.37,8.37,9.49,-12.17,17.75,1.92,4.63,4.61,2.32,11855.12,194.0,122.5,89.25,26.13,9.17,122.78,3.99,111.49,49.96,44.89,847.71,1.21,2.63,2.41,8.44,4.83,10.67,34.2,43.27,75.59,0.01,0.39,1.31,2.53,2.44,3.43,22559.38,19.14,39.81,465.53,16.52,66.77,33.23,11.61,0.0,0.0
2750,3103,(주)오공,45060,2016-12-01,2000-08-10,,5,  화학물질 및 화학제품 제조업; 의약품 제외,4.77,-1.02,-3.44,-0.65,-0.65,-0.65,2.26,134.56,19.09,3.95,10.29,6.8,4.74,12420.75,454.0,127.93,96.04,36.03,11.22,115.39,6.67,104.72,51.38,46.43,912.29,1.2,2.63,2.43,9.11,4.91,10.26,35.56,40.06,74.31,0.01,0.27,1.32,2.54,2.37,3.2,27532.5,22.84,49.08,598.64,19.24,60.38,39.62,20.51,0.0,0.0
2751,3104,(주)오공,45060,2017-12-01,2000-08-10,,5,  화학물질 및 화학제품 제조업; 의약품 제외,4.53,-2.6,6.42,-2.3,-2.3,-2.3,0.53,12.7,18.49,4.27,10.7,7.37,5.29,12983.35,512.0,134.17,99.69,43.1,13.44,99.13,7.68,94.09,52.75,50.22,995.41,1.24,2.56,2.58,9.39,5.49,11.01,33.15,38.87,66.5,0.01,0.26,1.35,2.7,2.38,3.18,28467.21,23.49,52.1,662.55,19.03,59.16,40.84,22.46,0.0,0.0
2752,3110,(주)오디텍,80520,2013-12-01,2007-10-08,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-13.66,-14.99,-38.79,-7.3,-7.3,-7.3,9.54,23.54,21.02,14.88,12.56,13.69,11.16,8121.86,1223.0,955.28,839.01,411.05,65.18,11.3,153.24,30.27,72.8,89.85,2035.43,0.75,0.84,2.54,6.14,3.85,35.6,10.25,59.4,94.93,0.01,0.0,0.95,2.85,1.06,1.29,25888.51,25.23,109.14,177.87,35.18,30.39,69.61,42.29,0.0,0.0
2753,3111,(주)오디텍,80520,2014-12-01,2007-10-08,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-17.65,-16.13,-19.3,-22.09,-22.09,-22.09,4.23,-28.34,20.35,12.95,8.23,9.37,7.49,5158.78,674.0,1447.04,1322.43,599.97,74.17,8.5,215.16,22.06,79.67,92.17,1678.42,0.58,0.64,2.44,7.38,3.47,36.1,10.11,49.49,105.23,0.01,0.0,0.7,2.77,0.76,0.84,23101.57,21.6,115.95,212.05,38.12,36.45,63.55,33.97,0.0,0.0
2754,3112,(주)오디텍,80520,2015-12-01,2007-10-08,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-3.01,-13.21,-10.15,-0.7,-0.7,-0.7,6.63,16.69,20.88,15.58,8.99,8.6,8.29,5003.29,803.0,1450.93,1347.46,599.97,75.48,8.38,264.67,20.52,81.07,92.26,1791.63,0.53,0.58,2.71,8.44,3.69,31.87,11.45,43.26,99.0,0.01,0.0,0.62,3.16,0.66,0.72,23673.02,20.76,136.89,296.42,40.28,36.91,63.09,38.68,0.0,0.0
2755,3113,(주)오디텍,80520,2016-12-01,2007-10-08,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-5.19,-5.1,-11.8,67.17,67.17,67.17,10.56,10.19,22.85,18.11,9.13,8.64,8.4,4743.65,886.0,1193.48,1116.36,599.97,65.4,8.95,287.89,31.19,71.38,91.79,1970.54,0.46,0.5,1.93,8.98,3.51,25.03,14.58,40.64,103.99,0.01,0.0,0.57,3.31,0.61,0.66,23365.34,18.53,158.06,360.31,41.93,37.33,62.67,43.18,0.0,0.0
2756,3114,(주)오디텍,80520,2017-12-01,2007-10-08,,5,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-12.09,-14.89,7.64,50.39,50.39,50.39,-3.27,-60.71,14.89,8.09,3.45,3.91,3.2,4170.0,352.0,1115.67,1012.49,524.67,50.52,6.89,117.32,47.57,55.5,93.55,1942.81,0.39,0.43,1.08,8.11,3.38,21.25,17.17,44.99,107.87,0.01,0.0,0.57,3.23,0.62,0.67,17975.25,14.74,128.7,290.41,36.7,60.78,39.22,22.05,0.0,0.0
